payment_id,invoice_id,payment_date,payment_amount,payment_method,retry_count
P0003864,INV003868,2023-03-05,156.2,Card,3
P0003865,INV003869,2023-04-15,156.2,ACH,0
P0003866,INV003870,2023-05-04,119.72,Wire,2
P0003867,INV003871,2023-06-04,146.98,Wire,3
P0003868,INV003872,2023-07-05,156.2,Wire,0
P0003869,INV003873,2023-08-18,156.2,Card,2
P0003870,INV003874,2023-09-08,119.63,Card,0
P0003871,INV003875,2023-10-13,124.38,Card,2
P0003872,INV003876,2023-11-15,156.2,Card,0
P0003873,INV003877,2023-12-31,74.11,Card,3
P0003874,INV003878,2024-01-29,156.2,Card,3
P0003875,INV003879,2024-02-28,148.33,Card,3
P0003876,INV003880,2024-03-08,156.2,Wire,1
P0003877,INV003881,2024-04-30,140.38,Wire,3
P0003878,INV003882,2024-05-22,129.82,Wire,3
P0003879,INV003883,2024-06-18,156.2,Card,1
P0003880,INV003884,2024-07-15,156.2,Wire,1
P0003881,INV003885,2024-08-22,156.2,Card,2
P0003882,INV003886,2024-10-10,156.2,ACH,0
P0003883,INV003887,2024-11-08,74.12,Wire,1
P0003884,INV003887,2024-11-02,17.24,Card,0
P0003885,INV003888,2024-11-26,156.2,Wire,1
P0003886,INV003889,2024-12-21,156.2,Wire,1
P0003887,INV003890,2023-08-01,2756.71,ACH,0
P0003888,INV003891,2023-09-17,3054.71,ACH,0
P0003889,INV003892,2023-10-01,3280.2,ACH,1
P0003890,INV003893,2023-11-12,2569.47,Wire,2
P0003891,INV003894,2023-11-18,92.4,ACH,0
P0003892,INV003895,2023-12-27,37.28,Card,1
P0003893,INV003896,2024-01-17,92.4,Wire,0
P0003894,INV003897,2024-02-16,92.4,Card,2
P0003895,INV003898,2024-03-24,92.4,ACH,3
P0003896,INV003899,2024-05-01,92.4,ACH,1
P0003897,INV003900,2024-05-27,79.25,Card,0
P0003898,INV003901,2024-05-13,1920.73,Card,1
P0003899,INV003902,2024-06-30,2204.4,ACH,3
P0003900,INV003903,2024-07-16,1784.38,Wire,3
P0003901,INV003904,2024-08-12,2204.4,ACH,3
P0003902,INV003905,2024-09-09,2004.03,ACH,2
P0003903,INV003907,2024-11-22,1196.95,ACH,3
P0003904,INV003907,2024-11-23,214.37,Wire,0
P0003905,INV003908,2024-12-02,2204.4,Card,2
P0003906,INV003909,2024-09-20,119.9,Wire,2
P0003907,INV003910,2024-10-03,119.9,Card,2
P0003908,INV003911,2024-11-27,119.9,ACH,0
P0003909,INV003912,2024-12-30,93.94,ACH,3
P0003910,INV003913,2023-01-16,57.29,Card,0
P0003911,INV003914,2023-03-01,66.0,Card,1
P0003912,INV003915,2023-03-07,66.0,Card,3
P0003913,INV003916,2023-04-28,54.39,Card,1
P0003914,INV003917,2023-05-13,66.0,Wire,2
P0003915,INV003918,2023-06-01,56.29,Wire,0
P0003916,INV003919,2023-07-27,54.56,Wire,1
P0003917,INV003920,2023-08-02,555.5,Card,0
P0003918,INV003921,2023-09-08,555.5,Card,3
P0003919,INV003922,2023-09-13,555.5,Card,1
P0003920,INV003923,2023-10-22,555.5,ACH,3
P0003921,INV003924,2023-10-23,159.5,ACH,2
P0003922,INV003925,2023-11-22,159.5,Wire,2
P0003923,INV003926,2023-12-15,134.63,Wire,3
P0003924,INV003927,2024-02-01,49.43,Card,0
P0003925,INV003927,2024-01-23,31.25,Wire,0
P0003926,INV003928,2024-09-03,335.5,Card,0
P0003927,INV003929,2024-09-18,335.5,Wire,3
P0003928,INV003930,2024-10-28,289.24,Wire,3
P0003929,INV003932,2024-12-27,312.3,Card,1
P0003930,INV003933,2023-07-23,108.9,Wire,1
P0003931,INV003934,2023-08-11,108.9,Card,2
P0003932,INV003935,2023-10-10,95.82,Card,2
P0003933,INV003936,2023-10-31,52.2,Card,2
P0003934,INV003936,2023-11-02,11.55,ACH,3
P0003935,INV003937,2023-11-01,108.9,Wire,3
P0003936,INV003938,2023-12-31,108.9,Card,2
P0003937,INV003940,2024-03-04,108.9,Wire,0
P0003938,INV003941,2024-03-12,108.9,Wire,1
P0003939,INV003942,2024-04-27,73.77,ACH,3
P0003940,INV003943,2024-05-04,108.9,Wire,3
P0003941,INV003944,2024-06-04,89.47,Card,2
P0003942,INV003945,2024-07-06,108.9,Card,1
P0003943,INV003946,2024-07-21,530.2,Card,0
P0003944,INV003947,2024-08-08,530.2,Wire,1
P0003945,INV003948,2024-09-13,530.2,ACH,3
P0003946,INV003950,2024-11-14,530.2,Wire,1
P0003947,INV003951,2024-12-16,530.2,Card,3
P0003948,INV003952,2023-04-01,419.1,ACH,0
P0003949,INV003953,2023-04-12,419.1,Card,3
P0003950,INV003954,2023-05-13,419.1,Card,2
P0003951,INV003955,2023-06-16,344.81,Card,1
P0003952,INV003956,2023-08-07,419.1,ACH,0
P0003953,INV003957,2023-08-02,419.1,Card,1
P0003954,INV003958,2023-09-17,336.87,ACH,3
P0003955,INV003959,2024-05-17,546.7,Card,0
P0003956,INV003960,2024-06-30,506.19,Wire,1
P0003957,INV003961,2024-07-06,546.7,ACH,2
P0003958,INV003962,2024-08-19,520.7,Wire,2
P0003959,INV003963,2024-08-15,265.1,ACH,1
P0003960,INV003964,2024-09-28,265.1,Card,3
P0003961,INV003965,2024-10-01,265.1,Card,1
P0003962,INV003966,2024-11-02,107.06,Wire,0
P0003963,INV003967,2024-12-03,265.1,Card,1
P0003964,INV003968,2024-04-09,302.03,ACH,0
P0003965,INV003969,2024-06-05,618.2,Card,1
P0003966,INV003972,2024-09-09,618.2,Card,0
P0003967,INV003973,2024-09-01,618.2,Wire,2
P0003968,INV003974,2024-10-09,618.2,ACH,0
P0003969,INV003975,2024-11-29,256.37,Wire,0
P0003970,INV003975,2024-11-25,125.77,Card,3
P0003971,INV003976,2025-01-07,618.2,Card,1
P0003972,INV003977,2024-10-09,57.86,Card,2
P0003973,INV003978,2024-11-22,67.1,Wire,3
P0003974,INV003979,2025-01-05,67.1,Wire,2
P0003975,INV003980,2024-06-12,161.7,Wire,1
P0003976,INV003981,2024-07-19,161.7,Wire,0
P0003977,INV003982,2024-08-09,161.7,Wire,3
P0003978,INV003983,2024-09-01,161.7,Wire,0
P0003979,INV003985,2024-12-03,161.7,ACH,1
P0003980,INV003987,2024-08-18,399.3,ACH,2
P0003981,INV003988,2024-10-05,399.3,Wire,1
P0003982,INV003989,2024-10-16,210.15,ACH,3
P0003983,INV003990,2024-11-23,399.3,Wire,3
P0003984,INV003991,2024-11-23,139.7,Card,1
P0003985,INV003992,2025-01-01,33.98,ACH,0
P0003986,INV003992,2024-12-24,12.87,Card,0
P0003987,INV003993,2023-07-04,613.8,Card,3
P0003988,INV003994,2023-08-16,613.8,ACH,3
P0003989,INV003995,2023-09-18,451.11,Wire,2
P0003990,INV003996,2023-10-31,613.8,Card,3
P0003991,INV003997,2023-12-02,613.8,Wire,2
P0003992,INV003998,2023-12-30,521.51,Card,3
P0003993,INV003999,2024-01-11,338.02,Wire,1
P0003994,INV003999,2024-01-23,68.36,ACH,3
P0003995,INV004000,2024-01-17,73.7,ACH,0
P0003996,INV004001,2024-02-13,69.09,Card,1
P0003997,INV004002,2024-04-07,44.82,Card,0
P0003998,INV004003,2024-04-03,27.79,Wire,2
P0003999,INV004003,2024-04-05,5.88,ACH,3
P0004000,INV004004,2023-06-07,3122.9,Wire,1
P0004001,INV004005,2023-07-01,3122.9,Wire,2
P0004002,INV004006,2023-07-12,2470.02,Wire,3
P0004003,INV004007,2023-08-06,2550.93,ACH,3
P0004004,INV004008,2023-09-30,2905.05,Wire,2
P0004005,INV004009,2023-10-27,2824.76,ACH,0
P0004006,INV004010,2023-11-22,2843.62,Card,2
P0004007,INV004011,2023-12-31,3122.9,ACH,2
P0004008,INV004012,2024-01-28,3122.9,Card,1
P0004009,INV004013,2024-03-06,3122.9,Wire,2
P0004010,INV004014,2024-04-03,3122.9,ACH,2
P0004011,INV004015,2024-04-21,2538.36,ACH,0
P0004012,INV004016,2024-05-11,3122.9,Wire,0
P0004013,INV004017,2024-07-26,122.06,Wire,3
P0004014,INV004019,2024-10-04,141.9,Card,2
P0004015,INV004020,2024-11-02,141.9,ACH,0
P0004016,INV004021,2024-12-02,72.43,Card,3
P0004017,INV004021,2024-11-20,21.52,Card,3
P0004018,INV004022,2024-12-17,141.9,ACH,2
P0004019,INV004023,2024-08-20,75.9,Wire,3
P0004020,INV004024,2024-09-16,75.9,Wire,3
P0004021,INV004026,2024-11-06,65.65,Card,2
P0004022,INV004027,2024-12-22,69.36,Wire,3
P0004023,INV004028,2024-12-26,21.41,Wire,3
P0004024,INV004028,2024-12-01,10.87,Card,2
P0004025,INV004029,2023-10-24,158.4,Card,0
P0004026,INV004030,2023-12-02,54.52,Card,0
P0004027,INV004030,2023-11-24,26.78,Card,3
P0004028,INV004031,2023-12-05,158.4,Wire,2
P0004029,INV004032,2024-01-01,35.0,Card,0
P0004030,INV004032,2024-02-02,13.37,Wire,1
P0004031,INV004033,2024-01-30,132.44,ACH,3
P0004032,INV004033,2024-01-03,29.28,ACH,3
P0004033,INV004034,2024-03-03,314.6,ACH,1
P0004034,INV004035,2024-04-09,314.6,ACH,3
P0004035,INV004036,2024-04-27,292.35,Wire,2
P0004036,INV004037,2024-05-26,314.6,ACH,2
P0004037,INV004038,2024-07-03,314.6,Card,0
P0004038,INV004039,2024-07-08,314.6,Card,3
P0004039,INV004040,2024-09-07,314.6,ACH,3
P0004040,INV004041,2024-09-02,314.6,Card,3
P0004041,INV004042,2024-10-29,280.46,ACH,3
P0004042,INV004043,2024-11-28,286.57,ACH,3
P0004043,INV004044,2025-01-01,295.49,Card,3
P0004044,INV004045,2023-09-26,1490.5,Card,3
P0004045,INV004046,2023-11-01,1490.5,ACH,0
P0004046,INV004047,2023-11-12,1490.5,Wire,0
P0004047,INV004048,2023-12-25,1490.5,Card,0
P0004048,INV004049,2024-01-20,1490.5,Card,2
P0004049,INV004050,2024-03-02,1490.5,ACH,3
P0004050,INV004051,2024-03-21,1490.5,Wire,1
P0004051,INV004052,2024-05-03,1490.5,Card,1
P0004052,INV004053,2024-05-16,1490.5,Card,0
P0004053,INV004054,2024-06-05,1296.71,Wire,2
P0004054,INV004055,2024-07-14,1490.5,Wire,3
P0004055,INV004056,2024-08-08,1490.5,Wire,3
P0004056,INV004057,2024-09-09,1490.5,Wire,3
P0004057,INV004058,2024-10-03,106.53,Wire,3
P0004058,INV004059,2024-10-16,139.7,Wire,1
P0004059,INV004060,2024-11-29,76.8,ACH,0
P0004060,INV004061,2025-01-09,114.02,Card,0
P0004061,INV004062,2024-08-08,135.43,Card,3
P0004062,INV004063,2024-09-08,115.35,ACH,3
P0004063,INV004064,2024-09-17,127.81,ACH,0
P0004064,INV004065,2024-10-01,155.1,Card,2
P0004065,INV004066,2023-10-09,1237.5,Wire,2
P0004066,INV004067,2023-10-01,1237.5,Card,0
P0004067,INV004068,2023-11-07,1237.5,ACH,2
P0004068,INV004069,2023-12-22,1237.5,Wire,0
P0004069,INV004070,2024-01-11,1176.3,Card,2
P0004070,INV004071,2024-02-25,1237.5,Wire,1
P0004071,INV004072,2024-03-02,1237.5,Card,1
P0004072,INV004073,2024-05-09,1237.5,Card,0
P0004073,INV004074,2024-05-08,402.15,Card,0
P0004074,INV004074,2024-05-09,324.35,ACH,2
P0004075,INV004075,2024-06-29,1237.5,Card,1
P0004076,INV004076,2024-08-01,1237.5,Wire,3
P0004077,INV004077,2024-08-27,1093.59,ACH,2
P0004078,INV004078,2024-10-03,1237.5,Card,3
P0004079,INV004079,2024-09-10,78.0,Card,0
P0004080,INV004080,2024-11-04,122.37,ACH,0
P0004081,INV004081,2024-11-21,129.8,ACH,2
P0004082,INV004082,2024-12-22,120.53,ACH,2
P0004083,INV004083,2024-11-04,102.3,Wire,1
P0004084,INV004084,2024-12-31,65.44,Card,2
P0004085,INV004085,2024-09-01,220.29,Card,3
P0004086,INV004086,2024-11-06,278.3,Wire,1
P0004087,INV004087,2024-11-15,278.3,ACH,3
P0004088,INV004088,2024-12-14,120.33,ACH,2
P0004089,INV004089,2023-11-18,3195.5,ACH,2
P0004090,INV004090,2024-01-08,3195.5,ACH,2
P0004091,INV004091,2024-01-09,3195.5,ACH,0
P0004092,INV004092,2024-03-09,3195.5,ACH,3
P0004093,INV004093,2024-04-08,3195.5,Card,2
P0004094,INV004096,2024-07-01,58.67,Card,1
P0004095,INV004096,2024-07-22,6.62,ACH,0
P0004096,INV004097,2024-08-15,130.9,Wire,0
P0004097,INV004098,2024-09-30,80.21,Wire,0
P0004098,INV004099,2024-10-08,114.34,Card,1
P0004099,INV004100,2024-11-10,130.9,Wire,2
P0004100,INV004101,2024-12-27,32.57,Wire,3
P0004101,INV004101,2024-12-14,23.69,Wire,1
P0004102,INV004102,2024-08-04,64.45,ACH,2
P0004103,INV004103,2024-08-29,129.8,Card,3
P0004104,INV004104,2024-09-18,105.04,Wire,2
P0004105,INV004105,2024-11-04,129.8,Card,0
P0004106,INV004106,2024-11-30,129.8,Card,2
P0004107,INV004107,2025-01-06,129.8,ACH,2
P0004108,INV004108,2023-03-14,402.6,ACH,0
P0004109,INV004109,2023-04-17,402.6,Card,0
P0004110,INV004110,2023-06-01,402.6,Wire,3
P0004111,INV004111,2023-06-05,402.6,ACH,0
P0004112,INV004112,2023-07-05,402.6,ACH,2
P0004113,INV004113,2023-08-21,402.6,Card,3
P0004114,INV004115,2023-10-14,145.51,Wire,2
P0004115,INV004115,2023-10-26,43.21,Card,1
P0004116,INV004116,2023-11-22,366.71,Card,3
P0004117,INV004117,2023-12-08,402.6,Wire,3
P0004118,INV004118,2024-01-10,282.23,Card,3
P0004119,INV004119,2024-02-04,402.6,ACH,2
P0004120,INV004120,2024-03-15,370.45,ACH,0
P0004121,INV004121,2024-03-10,81.35,Card,0
P0004122,INV004123,2024-05-21,94.99,ACH,2
P0004123,INV004124,2024-06-08,103.4,ACH,0
P0004124,INV004125,2024-08-09,83.62,Card,2
P0004125,INV004126,2024-08-03,61.53,Wire,0
P0004126,INV004127,2024-09-26,90.12,Wire,0
P0004127,INV004128,2024-10-23,103.4,ACH,2
P0004128,INV004129,2024-11-17,103.4,Card,3
P0004129,INV004131,2024-10-11,111.1,Card,0
P0004130,INV004132,2024-11-02,92.37,Card,1
P0004131,INV004133,2024-12-19,111.1,Card,1
P0004132,INV004134,2024-01-09,438.9,Wire,3
P0004133,INV004135,2024-02-13,438.9,Card,2
P0004134,INV004136,2024-03-16,315.11,Card,1
P0004135,INV004139,2024-06-25,377.92,ACH,3
P0004136,INV004140,2024-07-08,349.4,ACH,0
P0004137,INV004142,2024-09-04,438.9,Card,2
P0004138,INV004143,2024-11-01,438.9,Card,3
P0004139,INV004144,2024-12-02,438.9,ACH,0
P0004140,INV004145,2024-12-29,438.9,ACH,3
P0004141,INV004146,2024-08-29,84.7,ACH,0
P0004142,INV004147,2024-09-03,54.35,Wire,2
P0004143,INV004149,2024-11-17,84.7,Card,0
P0004144,INV004150,2024-12-26,84.7,Wire,3
P0004145,INV004151,2023-08-14,446.6,Card,0
P0004146,INV004152,2023-10-06,100.06,Card,2
P0004147,INV004152,2023-10-08,24.03,ACH,2
P0004148,INV004154,2023-12-08,48.29,Card,2
P0004149,INV004154,2023-12-06,47.97,ACH,3
P0004150,INV004155,2023-12-11,446.6,ACH,3
P0004151,INV004156,2024-02-07,446.6,Card,1
P0004152,INV004157,2024-02-24,446.6,Card,2
P0004153,INV004158,2024-04-09,446.6,ACH,0
P0004154,INV004160,2024-05-14,446.6,Card,0
P0004155,INV004161,2024-07-10,446.6,Wire,0
P0004156,INV004162,2024-07-20,446.6,Card,1
P0004157,INV004163,2024-09-09,446.6,ACH,0
P0004158,INV004164,2024-10-06,468.57,Card,3
P0004159,INV004165,2024-12-01,542.3,ACH,3
P0004160,INV004166,2024-12-08,542.3,Wire,0
P0004161,INV004167,2023-10-21,471.9,Card,2
P0004162,INV004168,2023-12-10,471.9,Wire,3
P0004163,INV004169,2023-12-15,471.9,Card,2
P0004164,INV004172,2024-03-19,471.9,Wire,3
P0004165,INV004173,2024-05-08,320.19,Card,1
P0004166,INV004174,2024-05-15,425.88,Card,1
P0004167,INV004175,2024-06-11,303.99,ACH,0
P0004168,INV004176,2024-07-28,471.9,Card,2
P0004169,INV004177,2024-08-15,471.9,Card,2
P0004170,INV004178,2024-10-08,471.9,ACH,2
P0004171,INV004179,2024-10-24,471.9,Card,3
P0004172,INV004181,2023-03-04,1389.47,Card,0
P0004173,INV004182,2023-04-01,822.72,Wire,0
P0004174,INV004182,2023-03-19,238.46,Wire,3
P0004175,INV004183,2023-04-18,1546.29,Wire,0
P0004176,INV004184,2023-06-05,2492.6,Wire,2
P0004177,INV004185,2023-07-07,2028.64,Wire,2
P0004178,INV004186,2023-07-03,2143.39,Card,3
P0004179,INV004187,2023-08-21,2492.6,ACH,0
P0004180,INV004188,2023-09-24,2046.6,Card,2
P0004181,INV004189,2023-10-26,1691.92,Card,3
P0004182,INV004190,2023-11-19,2492.6,Wire,1
P0004183,INV004191,2023-12-16,2492.6,Card,1
P0004184,INV004193,2024-02-03,3018.4,ACH,1
P0004185,INV004194,2024-02-23,3018.4,Card,0
P0004186,INV004195,2024-03-31,3018.4,Card,3
P0004187,INV004196,2024-04-30,2800.64,Card,2
P0004188,INV004197,2024-05-15,3018.4,Wire,1
P0004189,INV004198,2024-06-11,2349.56,Card,1
P0004190,INV004199,2024-07-04,2385.03,ACH,2
P0004191,INV004200,2024-09-04,3018.4,Card,2
P0004192,INV004201,2024-09-27,2610.21,Card,1
P0004193,INV004202,2024-10-29,2279.31,Wire,1
P0004194,INV004203,2024-12-09,2701.48,ACH,2
P0004195,INV004204,2024-12-12,3018.4,Wire,2
P0004196,INV004205,2024-10-20,88.67,Wire,2
P0004197,INV004206,2024-11-11,95.56,Wire,1
P0004198,INV004207,2025-01-07,104.5,Wire,2
P0004199,INV004208,2023-03-25,2883.58,Wire,0
P0004200,INV004209,2023-05-10,3259.3,ACH,1
P0004201,INV004210,2023-06-05,3096.68,Wire,0
P0004202,INV004211,2023-06-16,2339.26,Card,1
P0004203,INV004212,2023-07-02,3259.3,Card,1
P0004204,INV004213,2023-08-29,3259.3,Wire,0
P0004205,INV004214,2023-09-05,2533.07,Card,2
P0004206,INV004215,2023-10-06,3259.3,ACH,2
P0004207,INV004216,2023-12-08,1379.98,ACH,0
P0004208,INV004218,2024-01-22,2535.23,Wire,3
P0004209,INV004220,2024-03-17,3259.3,Wire,1
P0004210,INV004221,2024-04-19,1660.4,Card,0
P0004211,INV004222,2024-05-28,2853.41,Wire,3
P0004212,INV004223,2024-06-22,3259.3,Card,1
P0004213,INV004225,2024-09-07,3259.3,ACH,0
P0004214,INV004226,2024-09-17,3259.3,Wire,2
P0004215,INV004227,2024-10-11,3259.3,Card,2
P0004216,INV004228,2024-11-15,1248.96,Wire,1
P0004217,INV004228,2024-11-02,637.79,Wire,2
P0004218,INV004229,2025-01-07,3259.3,Wire,1
P0004219,INV004230,2023-08-03,2702.7,Wire,3
P0004220,INV004231,2023-09-16,2702.7,Card,0
P0004221,INV004232,2023-10-17,878.52,ACH,0
P0004222,INV004233,2023-12-03,2702.7,ACH,3
P0004223,INV004234,2023-12-16,2124.75,ACH,0
P0004224,INV004235,2024-01-29,2089.03,Card,3
P0004225,INV004236,2024-03-08,1283.06,ACH,0
P0004226,INV004236,2024-02-19,376.12,Card,3
P0004227,INV004237,2024-11-20,67.3,Wire,2
P0004228,INV004238,2025-01-03,84.7,Wire,3
P0004229,INV004239,2024-12-04,124.99,Card,0
P0004230,INV004240,2024-12-30,133.7,Wire,1
P0004231,INV004241,2024-02-11,447.7,ACH,3
P0004232,INV004243,2024-05-07,447.7,Card,1
P0004233,INV004244,2024-05-11,447.7,Card,0
P0004234,INV004245,2024-06-16,368.83,ACH,2
P0004235,INV004246,2024-07-16,447.7,Wire,2
P0004236,INV004247,2024-08-30,262.35,Wire,0
P0004237,INV004248,2024-09-22,447.7,Card,2
P0004238,INV004249,2024-10-26,401.31,Wire,0
P0004239,INV004250,2024-11-20,447.7,Card,0
P0004240,INV004251,2024-12-20,422.59,Wire,3
P0004241,INV004252,2024-04-06,151.8,Wire,0
P0004242,INV004253,2024-06-07,151.8,Card,1
P0004243,INV004254,2024-06-12,142.74,Wire,1
P0004244,INV004255,2024-07-23,151.8,ACH,3
P0004245,INV004256,2024-08-07,122.9,Wire,3
P0004246,INV004257,2024-10-10,151.8,Wire,2
P0004247,INV004258,2024-10-03,136.9,Wire,0
P0004248,INV004259,2024-10-26,124.3,ACH,3
P0004249,INV004260,2024-11-14,98.06,Wire,2
P0004250,INV004261,2024-12-29,124.3,ACH,1
P0004251,INV004262,2023-11-21,61.6,Card,2
P0004252,INV004263,2023-12-22,61.6,Card,1
P0004253,INV004265,2024-02-19,61.6,ACH,3
P0004254,INV004266,2024-03-21,53.4,Wire,2
P0004255,INV004267,2024-04-28,61.6,Wire,3
P0004256,INV004268,2024-06-04,32.98,Wire,2
P0004257,INV004269,2024-07-09,58.76,Card,1
P0004258,INV004270,2024-08-09,61.6,Wire,3
P0004259,INV004271,2024-08-03,31.37,Wire,1
P0004260,INV004272,2024-09-18,61.6,ACH,2
P0004261,INV004273,2024-10-14,61.6,ACH,1
P0004262,INV004274,2024-11-07,57.52,ACH,0
P0004263,INV004275,2024-12-24,61.6,Card,0
P0004264,INV004276,2023-08-20,116.6,Wire,1
P0004265,INV004277,2023-09-24,116.6,Card,2
P0004266,INV004278,2023-11-06,71.7,Card,2
P0004267,INV004279,2023-11-06,116.6,Wire,1
P0004268,INV004280,2023-12-01,116.6,Card,0
P0004269,INV004281,2024-02-02,116.6,ACH,3
P0004270,INV004282,2024-02-26,116.6,ACH,0
P0004271,INV004283,2024-03-20,99.57,Card,2
P0004272,INV004284,2024-04-25,116.6,Card,1
P0004273,INV004285,2024-05-07,110.78,ACH,0
P0004274,INV004286,2024-06-26,99.87,Card,1
P0004275,INV004287,2024-07-24,116.6,Card,3
P0004276,INV004288,2024-08-17,110.17,ACH,3
P0004277,INV004289,2023-09-08,90.2,Card,1
P0004278,INV004290,2023-10-06,90.2,ACH,1
P0004279,INV004291,2023-10-06,90.2,Wire,3
P0004280,INV004292,2023-11-08,90.2,Wire,3
P0004281,INV004293,2024-01-09,90.2,Wire,0
P0004282,INV004294,2024-02-03,59.04,Card,3
P0004283,INV004297,2024-04-28,77.55,Wire,0
P0004284,INV004299,2024-07-10,80.74,ACH,1
P0004285,INV004300,2024-08-08,73.6,Wire,3
P0004286,INV004301,2024-08-22,90.2,Wire,0
P0004287,INV004302,2024-09-01,72.6,Wire,3
P0004288,INV004303,2024-09-20,72.6,ACH,3
P0004289,INV004304,2024-10-20,61.1,Wire,3
P0004290,INV004305,2024-11-13,57.6,ACH,1
P0004291,INV004306,2025-01-06,66.26,Wire,0
P0004292,INV004307,2024-06-01,108.9,Card,0
P0004293,INV004308,2024-06-25,108.9,Card,1
P0004294,INV004309,2024-07-22,108.9,ACH,1
P0004295,INV004310,2024-08-31,94.32,Card,1
P0004296,INV004311,2024-10-09,108.9,ACH,3
P0004297,INV004312,2024-10-10,88.53,Wire,1
P0004298,INV004313,2024-12-04,108.9,Wire,3
P0004299,INV004314,2024-12-29,108.9,ACH,2
P0004300,INV004315,2024-08-06,93.5,ACH,1
P0004301,INV004316,2024-08-02,23.54,Card,1
P0004302,INV004316,2024-09-09,21.23,ACH,1
P0004303,INV004317,2024-09-23,93.5,ACH,3
P0004304,INV004318,2024-10-11,93.5,Wire,2
P0004305,INV004320,2024-12-09,80.56,Card,2
P0004306,INV004322,2024-08-09,256.07,Card,3
P0004307,INV004322,2024-08-31,122.78,Wire,0
P0004308,INV004323,2024-09-28,395.5,Wire,1
P0004309,INV004324,2024-10-03,597.36,Card,3
P0004310,INV004325,2024-11-12,633.6,Wire,1
P0004311,INV004326,2024-12-06,633.6,ACH,3
P0004312,INV004327,2024-07-12,1342.0,Wire,3
P0004313,INV004328,2024-08-15,1342.0,ACH,3
P0004314,INV004329,2024-09-26,1342.0,ACH,1
P0004315,INV004330,2024-10-04,1342.0,Wire,0
P0004316,INV004331,2024-11-01,2311.1,Card,3
P0004317,INV004332,2024-11-11,2052.1,ACH,2
P0004318,INV004333,2024-12-02,2152.24,ACH,0
P0004319,INV004334,2023-04-03,1641.2,ACH,2
P0004320,INV004335,2023-04-08,1641.2,ACH,3
P0004321,INV004336,2023-05-01,1562.06,Wire,3
P0004322,INV004337,2023-07-05,1051.03,ACH,0
P0004323,INV004338,2023-07-10,599.5,Wire,0
P0004324,INV004339,2023-07-18,558.03,Wire,0
P0004325,INV004340,2023-09-04,450.35,Wire,1
P0004326,INV004341,2023-09-06,599.5,Wire,0
P0004327,INV004342,2023-10-20,599.5,ACH,1
P0004328,INV004343,2023-11-03,536.47,Wire,2
P0004329,INV004344,2023-12-09,599.5,Card,2
P0004330,INV004345,2024-01-20,599.5,Wire,2
P0004331,INV004346,2024-02-11,484.2,Wire,1
P0004332,INV004347,2024-03-13,599.5,ACH,2
P0004333,INV004348,2024-04-12,491.85,Card,0
P0004334,INV004349,2024-05-23,599.5,Card,2
P0004335,INV004350,2024-06-08,562.23,Card,2
P0004336,INV004351,2024-07-19,599.5,ACH,0
P0004337,INV004352,2024-08-03,554.48,Card,0
P0004338,INV004354,2024-11-04,599.5,Wire,1
P0004339,INV004355,2024-11-15,234.25,ACH,0
P0004340,INV004355,2024-11-12,29.39,Wire,3
P0004341,INV004356,2024-12-13,599.5,Wire,1
P0004342,INV004357,2023-12-05,80.3,ACH,1
P0004343,INV004358,2024-01-29,57.98,Card,2
P0004344,INV004359,2024-02-06,80.3,ACH,2
P0004345,INV004360,2024-03-27,24.9,Card,2
P0004346,INV004361,2024-04-03,37.47,ACH,0
P0004347,INV004362,2024-05-26,80.3,Wire,1
P0004348,INV004363,2024-06-04,80.3,Card,3
P0004349,INV004364,2024-07-06,611.6,ACH,2
P0004350,INV004365,2024-07-01,207.23,Wire,0
P0004351,INV004365,2024-08-08,89.99,Card,1
P0004352,INV004366,2024-09-03,431.97,Wire,2
P0004353,INV004367,2024-09-08,545.25,ACH,1
P0004354,INV004369,2024-10-30,2581.7,Card,0
P0004355,INV004370,2024-11-20,2400.56,ACH,3
P0004356,INV004371,2024-12-19,2581.7,Wire,0
P0004357,INV004372,2023-02-23,137.5,Wire,1
P0004358,INV004373,2023-03-06,137.5,ACH,2
P0004359,INV004374,2023-04-13,137.5,Card,1
P0004360,INV004375,2023-06-01,125.78,ACH,0
P0004361,INV004376,2023-07-06,113.14,ACH,2
P0004362,INV004377,2023-07-11,121.61,Card,2
P0004363,INV004378,2023-09-06,126.2,ACH,2
P0004364,INV004379,2023-10-04,59.25,Wire,0
P0004365,INV004380,2023-10-31,44.24,ACH,0
P0004366,INV004381,2023-11-25,137.5,Wire,2
P0004367,INV004382,2023-12-08,137.5,ACH,3
P0004368,INV004383,2024-01-17,137.5,Wire,3
P0004369,INV004384,2024-02-16,137.5,Wire,2
P0004370,INV004385,2024-03-09,137.5,Wire,0
P0004371,INV004386,2024-04-27,137.5,Card,3
P0004372,INV004387,2024-06-09,137.5,Wire,3
P0004373,INV004388,2024-06-14,137.5,Card,1
P0004374,INV004389,2024-08-07,120.88,Wire,3
P0004375,INV004390,2024-08-11,137.5,Wire,0
P0004376,INV004391,2024-09-25,137.5,Card,1
P0004377,INV004392,2024-10-11,129.57,Card,1
P0004378,INV004393,2024-11-16,137.5,Card,3
P0004379,INV004394,2025-01-02,137.5,Wire,1
P0004380,INV004395,2024-02-04,502.7,Wire,2
P0004381,INV004396,2024-03-28,397.06,ACH,2
P0004382,INV004397,2024-04-18,422.6,ACH,1
P0004383,INV004398,2024-06-09,502.7,ACH,0
